"title","release_period","whether_remake","whether_franchise","genre","new_actor","new_director","new_music_director","lead_star","director","music_director","number_of_screens","revenue_inr","budget_inr","writers.x","sequel.x","hit_flop.x","date","month","year","writers.y","sequel.y","hit_flop.y","era"
"jumbo","holiday","no","no","animation","no","yes","no","akshay kumar","kompin kemgumnird","ram sampath",250,210000000,34700000,NA,0,1,"25","dec","2008",NA,"0",1,"old"
"8 x 10 tasveer","holiday","no","no","thriller","no","no","no","akshay kumar","nagesh kukunoor","salim - sulaiman",825,350000000,235800000,"bohemia (lyrics) | nagesh kukunoor | sameer (lyrics) | irfan siddiqui (lyrics)",0,1,"03","apr","2009","bohemia (lyrics) | nagesh kukunoor | sameer (lyrics) | irfan siddiqui (lyrics)","0",1,"old"
"special 26","normal","no","no","thriller","no","no","no","akshay kumar","neeraj pandey","m.m. kreem",1600,500000000,1036240000,"neeraj pandey",0,5,"08","feb","2013","neeraj pandey","0",5,"new"
"phir hera pheri","normal","no","yes","comedy","no","no","no","akshay kumar","neeraj vora","himesh reshammiya",575,180000000,691200000,"neeraj vora",1,7,"09","jun","2006","neeraj vora","1",7,"old"
"chandni chowk to china","normal","no","no","action","no","no","no","akshay kumar","nikhil advani","shankar - ehsaan - loy",1400,620000000,562262500,"rajat arora (dialogue) | bohemia (lyrics) | kailash kher (lyrics) | shridhar raghavan",0,1,"16","jan","2009","rajat arora (dialogue) | bohemia (lyrics) | kailash kher (lyrics) | shridhar raghavan","0",1,"old"
"patiala house","holiday","no","no","drama","no","no","no","akshay kumar","nikhil advani","shankar - ehsaan - loy",1550,500000000,560405000,"nikhil advani (story) | earl d'souza (lyrics) | anvita dutt guptan (dialogues) | harshdeep kaur (lyrics)",0,2,"11","feb","2011","nikhil advani (story) | earl d'souza (lyrics) | anvita dutt guptan (dialogues) | harshdeep kaur (lyrics)","0",2,"new"
"rowdy rathore","holiday","yes","no","action","no","no","no","akshay kumar","prabhu deva","sajid - wajid",2800,770000000,1984775000,"shiraz ahmed",0,8,"01","jun","2012","shiraz ahmed","0",8,"new"
"garam masala","holiday","yes","no","comedy","no","no","no","akshay kumar","priyadarshan","pritam",550,170000000,546517500,"priyadarshan (screenplay) | neeraj vora (dialogue) | priyadarshan (story)",0,6,"03","nov","2005","priyadarshan (screenplay) | neeraj vora (dialogue) | priyadarshan (story)","0",6,"old"
"bhagam bhag","holiday","no","no","comedy","no","no","no","akshay kumar","priyadarshan","pritam",750,320000000,678252500,"neeraj vora",0,6,"22","dec","2006","neeraj vora","0",6,"old"
"bhool bhulaiyaa","holiday","yes","no","comedy","no","no","no","akshay kumar","priyadarshan","pritam",1050,320000000,828377500,"neeraj vora (screenplay) | manisha korde (dialogue) | madhu muttam (original story)",0,6,"12","oct","2007","neeraj vora (screenplay) | manisha korde (dialogue) | madhu muttam (original story)","0",6,"old"
"de dana dan","holiday","no","no","comedy","no","no","no","akshay kumar","priyadarshan","pritam",1550,600000000,818520000,"suresh krishna (story) | jay master (dialogues) | ashiesh pandit (lyrics) | priyadarshan (screenplay) | sayeed qadri (lyrics) | neeraj shridhar (lyrics)",0,4,"27","nov","2009","suresh krishna (story) | jay master (dialogues) | ashiesh pandit (lyrics) | priyadarshan (screenplay) | sayeed qadri (lyrics) | neeraj shridhar (lyrics)","0",4,"old"
"khatta meetha","normal","yes","no","comedy","no","no","no","akshay kumar","priyadarshan","pritam",1450,350000000,627920000,"jay master (dialogues) | priyadarshan (screenplay) | priyadarshan (story) | nitin raikwar (lyrics) | shehzad roy (lyrics)",0,3,"23","jul","2010","jay master (dialogues) | priyadarshan (screenplay) | priyadarshan (story) | nitin raikwar (lyrics) | shehzad roy (lyrics)","0",3,"new"
"humko deewana kar gaye","holiday","no","no","love_story","no","no","no","akshay kumar","raj kanwar","anu malik",475,170000000,273650000,"sudhanshu dube (additional dialogue) | raj kanwar",0,2,"14","apr","2006","sudhanshu dube (additional dialogue) | raj kanwar","0",2,"old"
"desi boyz","normal","no","no","drama","no","yes","no","akshay kumar","rohit dhawan","pritam",2100,540000000,804360000,"rohit dhawan (screenplay) | rohit dhawan (story) | renuka kunzru (dialogue) | milap zaveri (additional screenplay)",0,2,"25","nov","2011","rohit dhawan (screenplay) | rohit dhawan (story) | renuka kunzru (dialogue) | milap zaveri (additional screenplay)","0",2,"new"
"kambakkht ishq","normal","no","no","rom__com","no","yes","no","akshay kumar","sabbir khan","anu malik",1500,650000000,855630000,"sabir khan (screenplay) | ishita moitra (screenplay) | anvita dutt guptan (dialogue) | kiran kotrial (screenplay)",0,4,"03","jul","2009","sabir khan (screenplay) | ishita moitra (screenplay) | anvita dutt guptan (dialogue) | kiran kotrial (screenplay)","0",4,"old"
"heyy babyy","holiday","yes","no","comedy","no","yes","no","akshay kumar","sajid khan","shankar - ehsaan - loy",1000,360000000,839390000,"sajid khan (story) | sajid khan (screenplay) | milap zaveri (screenplay) | renuka kunzru (screenplay) | milap zaveri (dialogue)",0,6,"24","aug","2007","sajid khan (story) | sajid khan (screenplay) | milap zaveri (screenplay) | renuka kunzru (screenplay) | milap zaveri (dialogue)","0",6,"old"
"housefull","holiday","no","no","comedy","no","no","no","akshay kumar","sajid khan","shankar - ehsaan - loy",1700,470000000,1163035000,"anvita dutt guptan (dialogues) | sajid khan (screenplay) | sajid nadiadwala (story) | sameer (lyrics) | vibha singh (screenplay) | milap zaveri (screenplay)",0,6,"30","apr","2010","anvita dutt guptan (dialogues) | sajid khan (screenplay) | sajid nadiadwala (story) | sameer (lyrics) | vibha singh (screenplay) | milap zaveri (screenplay)","0",6,"new"
"housefull 2","holiday","no","yes","comedy","no","no","no","akshay kumar","sajid khan","sajid - wajid",2650,720000000,1884050000,"farhad (dialogue) | farhad (screenplay) | tushar hiranandani (screenplay) | sajid khan (screenplay) | sajid nadiadwala (story) | sajid (dialogue) | sajid (screenplay)",1,7,"05","apr","2012","farhad (dialogue) | farhad (screenplay) | tushar hiranandani (screenplay) | sajid khan (screenplay) | sajid nadiadwala (story) | sajid (dialogue) | sajid (screenplay)","1",7,"new"
"joker","normal","no","no","fantasy","no","no","yes","akshay kumar","shirish kunder","g.v. prakash kumar",1950,470000000,321087500,"shirish kunder (dialogue) | shirish kunder (screenplay) | shirish kunder (story)",0,1,"31","aug","2012","shirish kunder (dialogue) | shirish kunder (screenplay) | shirish kunder (story)","0",1,"new"
"mere jeevan saathi","normal","no","no","love_story","no","no","no","akshay kumar","suneel darshan","nadeem - shravan",250,110000000,78207500,"suneel darshan (story) | robin bhatt (screenplay) | k.k. singh (dialogue) | ravi shankar jaiswal (additional dialogue)",0,1,"03","feb","2006","suneel darshan (story) | robin bhatt (screenplay) | k.k. singh (dialogue) | ravi shankar jaiswal (additional dialogue)","0",1,"old"
"tashan","normal","no","no","action","no","yes","no","akshay kumar","vijay krishna acharya","vishal - shekhar",950,310000000,516200000,"vijay krishna acharya (story) | vijay krishna acharya (screenplay) | vijay krishna acharya (dialogue) | piyush mishra (lyrics) | vishal dadlani (lyrics) | kausar munir (lyrics)",0,3,"25","apr","2008","vijay krishna acharya (story) | vijay krishna acharya (screenplay) | vijay krishna acharya (dialogue) | piyush mishra (lyrics) | vishal dadlani (lyrics) | kausar munir (lyrics)","0",3,"old"
"deewane huye paagal","normal","no","no","comedy","no","no","no","akshay kumar","vikram bhatt","anu malik",500,200000000,265825000,"kiran kotrial (story) | neeraj vora (dialogue) | abbas hirapurwala (dialogue)",0,2,"25","nov","2005","kiran kotrial (story) | neeraj vora (dialogue) | abbas hirapurwala (dialogue)","0",2,"old"
"namastey london","normal","no","no","love_story","no","no","no","akshay kumar","vipul amrutlal shah","himesh reshammiya",775,310000000,714102500,"suresh nair | ritesh shah (dialogue)",0,5,"23","mar","2007","suresh nair | ritesh shah (dialogue)","0",5,"old"
"action replayy","holiday","no","no","comedy","no","no","no","akshay kumar","vipul amrutlal shah","pritam",1500,510000000,462943750,"irshad kamil (lyrics) | aatish kapadia (dialogues) | aatish kapadia (story) | suresh nair (story) | ritesh shah (dialogues)",0,2,"05","nov","2010","irshad kamil (lyrics) | aatish kapadia (dialogues) | aatish kapadia (story) | suresh nair (story) | ritesh shah (dialogues)","0",2,"new"
"pizza","normal","no","no","suspense","no","yes","no","akshay oberoi","akshay akkineni","shamir tandon",600,100000000,44800000,"akshay akkineni (screenplay) | karthik subbaraj (story)",0,1,"18","jul","2014","akshay akkineni (screenplay) | karthik subbaraj (story)","0",1,"new"
"isi life mein...!","holiday","no","no","love_story","yes","yes","yes","akshay oberoi","vidhi kasliwal","manmeet singh",250,85000000,13900000,"sulekha bajpai (screenplay) | vidhi kasliwal (story)",0,1,"24","dec","2010","sulekha bajpai (screenplay) | vidhi kasliwal (story)","0",1,"new"
"36 china town","holiday","yes","no","suspense","no","no","no","akshaye khanna","abbas - mustan","himesh reshammiya",450,190000000,379200000,"shyam goel (story) | jitendra parmar (dialogue) | anurag prapanna (dialogue)",0,5,"21","apr","2006","shyam goel (story) | jitendra parmar (dialogue) | anurag prapanna (dialogue)","0",5,"old"
"naqaab","holiday","no","no","thriller","no","no","no","akshaye khanna","abbas - mustan","pritam",825,190000000,212037500,"shiraz ahmed (screenplay) | shiraz ahmed (story) | jitendra parmar (dialogue) | anurag prapanna (dialogue) | sameer (lyrics)",0,1,"13","jul","2007","shiraz ahmed (screenplay) | shiraz ahmed (story) | jitendra parmar (dialogue) | anurag prapanna (dialogue) | sameer (lyrics)","0",1,"old"
"aap ki khatir","holiday","no","no","love_story","no","no","no","akshaye khanna","dharmesh darshan","himesh reshammiya",350,160000000,132380000,"sunil munshi",0,1,"25","aug","2006","sunil munshi","0",1,"old"
"mere baap pehle aap","normal","yes","no","comedy","no","no","no","akshaye khanna","priyadarshan","vidyasagar",800,200000000,362380000,"manisha korde (dialogue) | priyadarshan (story) | kalavur ravikumar (story) | sameer (lyrics)",0,3,"13","jun","2008","manisha korde (dialogue) | priyadarshan (story) | kalavur ravikumar (story) | sameer (lyrics)","0",3,"old"
"shaadi se pehle","normal","no","no","rom__com","no","no","no","akshaye khanna","satish kaushik","himesh reshammiya",350,110000000,168865000,"sanjay chhel | satish kaushik (screenplay)",0,2,"07","apr","2006","sanjay chhel | satish kaushik (screenplay)","0",2,"old"
"sonali cable","normal","no","no","drama","no","yes","no","ali fazal","charudutt acharya","daniel b. george",525,77500000,11100000,"charudutt acharya",0,1,"17","oct","2014","charudutt acharya","0",1,"new"
"always kabhi kabhi","normal","no","no","drama","yes","yes","no","ali fazal","roshan abbas","pritam",450,110000000,41800000,"roshan abbas (story) | kanika dhillon (additional screenplay) | ishita moitra (screenplay) | ranjit raina (story)",0,1,"17","jun","2011","roshan abbas (story) | kanika dhillon (additional screenplay) | ishita moitra (screenplay) | ranjit raina (story)","0",1,"new"
"tere bin laden","normal","no","no","comedy","yes","yes","no","ali zafar","abhishek sharma","shankar - ehsaan - loy",375,95000000,114310000,"mohammad ahmad (dialogue) | abhishek sharma (story)",0,3,"16","jul","2010","mohammad ahmad (dialogue) | abhishek sharma (story)","0",3,"new"
"london paris new york","normal","no","no","love_story","no","yes","yes","ali zafar","anu menon","ali zafar",550,105000000,111517500,"anu menon (story) | anu menon (dialogue) | ritu bhatia (dialogue)",0,2,"02","mar","2012","anu menon (story) | anu menon (dialogue) | ritu bhatia (dialogue)","0",2,"new"
"aakhari decision","holiday","no","no","action","yes","yes","yes","amar sidhu","deepak kumar bandhu","hanif sheikh",25,40000000,625000,"rohit karn batra (story) | umair muhajir (dialogue)",0,1,"19","feb","2010","rohit karn batra (story) | umair muhajir (dialogue)","0",1,"new"
"aalaap","normal","no","no","drama","yes","yes","no","amit purohit","manish manikpuri","agnee",65,25000000,1700000,"dilip shukla",0,1,"27","jul","2012","dilip shukla","0",1,"new"
"yaar meri zindagi","holiday","no","no","drama","no","yes","no","amitabh bachchan","ashok gupta","r.d. burman",2,2500000,72000,"yash pal (dialogue) | v.k. sharma (dialogue)",0,1,"22","apr","2008","yash pal (dialogue) | v.k. sharma (dialogue)","0",1,"old"
"teen patti","holiday","no","no","thriller","no","no","no","amitabh bachchan","leena yadav","salim - sulaiman",575,180000000,76300000,"shivkumar subramaniam (story) | leena yadav (story) | ben rekhi (english dialogue)",0,1,"26","feb","2010","shivkumar subramaniam (story) | leena yadav (story) | ben rekhi (english dialogue)","0",1,"new"
"viruddh... family comes first","normal","no","no","drama","no","no","no","amitabh bachchan","mahesh manjrekar","ajay - atul",260,90000000,185125000,"mahesh manjrekar | sanjay pawar (dialogue) | vinay (screenplay) | yash (screenplay)",0,3,"22","jul","2005","mahesh manjrekar | sanjay pawar (dialogue) | vinay (screenplay) | yash (screenplay)","0",3,"old"
"bhoothnath returns","holiday","no","yes","drama","no","no","no","amitabh bachchan","nitish tiwari","honey singh",1500,360000000,510870000,"piyush gupta | shreyas jain (additional script writer) | nikhil mehrotra (additional script writer) | nitesh tiwari",1,3,"11","apr","2014","piyush gupta | shreyas jain (additional script writer) | nikhil mehrotra (additional script writer) | nitesh tiwari","1",3,"new"
"bbuddah hoga terra baap","holiday","no","no","action","no","no","no","amitabh bachchan","puri jagannadh","vishal - shekhar",1000,210000000,245260000,"inaamulhaq (dialogue) | puri jagannadh | ajay kumar (dialogue)",0,2,"01","jul","2011","inaamulhaq (dialogue) | puri jagannadh | ajay kumar (dialogue)","0",2,"new"
"cheeni kum","normal","no","no","rom__com","no","yes","no","amitabh bachchan","r. balki","ilaiyaraja",250,110000000,322200000,"r. balki | manoj tapadia",0,5,"25","may","2007","r. balki | manoj tapadia","0",5,"old"
"paa","normal","no","no","drama","no","no","no","amitabh bachchan","r. balki","ilaiyaraja",600,210000000,489325000,"r. balki",0,5,"04","dec","2009","r. balki","0",5,"old"
"sarkar","normal","no","no","drama","no","no","no","amitabh bachchan","ram gopal verma","bappi - tutal",425,140000000,393047500,"manish gupta",0,5,"01","jul","2005","manish gupta","0",5,"old"
"nishabd","holiday","no","no","drama","no","no","no","amitabh bachchan","ram gopal verma","vishal bhardwaj",400,85000000,117120000,"kusum punjabi (story)",0,2,"02","mar","2007","kusum punjabi (story)","0",2,"old"
"sarkar raj","normal","no","yes","action","no","no","no","amitabh bachchan","ram gopal verma","bappi - tutal",1100,270000000,595535000,"prashant pandey",1,3,"06","jun","2008","prashant pandey","1",3,"old"
"black","normal","no","no","drama","no","no","no","amitabh bachchan","sanjay leela bhansali","monty sharma",235,230000000,409370000,"sanjay leela bhansali (screenplay) | bhavani iyer (english dialogue) | bhavani iyer (screenplay) | prakash kapadia (screenplay)",0,4,"04","feb","2005","sanjay leela bhansali (screenplay) | bhavani iyer (english dialogue) | bhavani iyer (screenplay) | prakash kapadia (screenplay)","0",4,"old"
"bhoothnath","normal","no","no","drama","no","yes","no","amitabh bachchan","vivek sharma","salim - sulaiman",625,200000000,387900000,"sudhanshu dube (screenplay) | vivek sharma (screenplay)",0,4,"09","may","2008","sudhanshu dube (screenplay) | vivek sharma (screenplay)","0",4,"old"
"staying alive","holiday","no","no","drama","yes","no","no","anant mahadevan","anant mahadevan","sanjoy chowdhary",20,12500000,145000,"sujit sen",0,1,"03","feb","2012","sujit sen","0",1,"new"
"happy husbands","normal","no","no","comedy","yes","yes","yes","anay","anay","anay",175,30000000,5400000,"jaiveer (screenplay) | jaiveer (story) | sarim momin (lyrics)",0,1,"25","mar","2011","jaiveer (screenplay) | jaiveer (story) | sarim momin (lyrics)","0",1,"new"
"no entry","holiday","no","no","comedy","no","no","no","anil kapoor","anees bazmee","anu malik",600,240000000,741350000,"anees bazmee",0,7,"26","aug","2005","anees bazmee","0",7,"old"
"no problem","normal","no","no","comedy","no","no","no","anil kapoor","anees bazmee","pritam",1350,400000000,450750000,"ikram akhtar (screenplay) | nisar akhtar (additional dialogue) | anand raj anand (lyrics) | anees bazmee | kumaar (lyrics)",0,2,"10","dec","2010","ikram akhtar (screenplay) | nisar akhtar (additional dialogue) | anand raj anand (lyrics) | anees bazmee | kumaar (lyrics)","0",2,"new"
